trial_index,scenario_id,choice,outcome,ev_chosen,ev_optimal,optimal_choice,is_optimal,cumulative_pnl,current_streak,frame,agent_id,agent_type
45,11a749e7,risky,100.0,40.0,40.0,risky,True,1100.0,1,neutral,rational_004,rational
46,951c249d,risky,500.0,32.5,32.5,risky,True,1600.0,2,neutral,rational_004,rational
47,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1700.0,3,neutral,rational_004,rational
48,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1710.0,4,neutral,rational_004,rational
49,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1680.0,-1,neutral,rational_004,rational
50,11a749e7,risky,100.0,40.0,40.0,risky,True,1780.0,1,neutral,rational_004,rational
51,951c249d,risky,-50.0,32.5,32.5,risky,True,1730.0,-1,neutral,rational_004,rational
52,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1830.0,1,neutral,rational_004,rational
53,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1840.0,2,neutral,rational_004,rational
54,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1810.0,-1,neutral,rational_004,rational
55,11a749e7,risky,-20.0,40.0,40.0,risky,True,1790.0,-2,neutral,rational_004,rational
56,951c249d,risky,-50.0,32.5,32.5,risky,True,1740.0,-3,neutral,rational_004,rational
57,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1840.0,1,neutral,rational_004,rational
58,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1850.0,2,neutral,rational_004,rational
59,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1820.0,-1,neutral,rational_004,rational
0,11a749e7,risky,100.0,40.0,40.0,risky,True,100.0,1,neutral,rational_005,rational
1,951c249d,risky,-50.0,32.5,32.5,risky,True,50.0,-1,neutral,rational_005,rational
2,7b8e74ce,risky,100.0,85.0,85.0,risky,True,150.0,1,neutral,rational_005,rational
3,31fe3aa2,safe,10.0,10.0,10.0,safe,True,160.0,2,neutral,rational_005,rational
4,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,130.0,-1,neutral,rational_005,rational
5,11a749e7,risky,-20.0,40.0,40.0,risky,True,110.0,-2,neutral,rational_005,rational
6,951c249d,risky,-50.0,32.5,32.5,risky,True,60.0,-3,neutral,rational_005,rational
7,7b8e74ce,risky,100.0,85.0,85.0,risky,True,160.0,1,neutral,rational_005,rational
8,31fe3aa2,safe,10.0,10.0,10.0,safe,True,170.0,2,neutral,rational_005,rational
9,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,140.0,-1,neutral,rational_005,rational
10,11a749e7,risky,100.0,40.0,40.0,risky,True,240.0,1,neutral,rational_005,rational
11,951c249d,risky,-50.0,32.5,32.5,risky,True,190.0,-1,neutral,rational_005,rational
12,7b8e74ce,risky,100.0,85.0,85.0,risky,True,290.0,1,neutral,rational_005,rational
13,31fe3aa2,safe,10.0,10.0,10.0,safe,True,300.0,2,neutral,rational_005,rational
14,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,270.0,-1,neutral,rational_005,rational
15,11a749e7,risky,100.0,40.0,40.0,risky,True,370.0,1,neutral,rational_005,rational
16,951c249d,risky,-50.0,32.5,32.5,risky,True,320.0,-1,neutral,rational_005,rational
17,7b8e74ce,risky,-200.0,85.0,85.0,risky,True,120.0,-2,neutral,rational_005,rational
18,31fe3aa2,safe,10.0,10.0,10.0,safe,True,130.0,1,neutral,rational_005,rational
19,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,100.0,-1,neutral,rational_005,rational
20,11a749e7,risky,100.0,40.0,40.0,risky,True,200.0,1,neutral,rational_005,rational
21,951c249d,risky,-50.0,32.5,32.5,risky,True,150.0,-1,neutral,rational_005,rational
22,7b8e74ce,risky,100.0,85.0,85.0,risky,True,250.0,1,neutral,rational_005,rational
23,31fe3aa2,safe,10.0,10.0,10.0,safe,True,260.0,2,neutral,rational_005,rational
24,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,230.0,-1,neutral,rational_005,rational
25,11a749e7,risky,100.0,40.0,40.0,risky,True,330.0,1,neutral,rational_005,rational
26,951c249d,risky,500.0,32.5,32.5,risky,True,830.0,2,neutral,rational_005,rational
27,7b8e74ce,risky,100.0,85.0,85.0,risky,True,930.0,3,neutral,rational_005,rational
28,31fe3aa2,safe,10.0,10.0,10.0,safe,True,940.0,4,neutral,rational_005,rational
29,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,910.0,-1,neutral,rational_005,rational
30,11a749e7,risky,-20.0,40.0,40.0,risky,True,890.0,-2,neutral,rational_005,rational
31,951c249d,risky,-50.0,32.5,32.5,risky,True,840.0,-3,neutral,rational_005,rational
32,7b8e74ce,risky,100.0,85.0,85.0,risky,True,940.0,1,neutral,rational_005,rational
33,31fe3aa2,safe,10.0,10.0,10.0,safe,True,950.0,2,neutral,rational_005,rational
34,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,920.0,-1,neutral,rational_005,rational
35,11a749e7,risky,-20.0,40.0,40.0,risky,True,900.0,-2,neutral,rational_005,rational
36,951c249d,risky,-50.0,32.5,32.5,risky,True,850.0,-3,neutral,rational_005,rational
37,7b8e74ce,risky,100.0,85.0,85.0,risky,True,950.0,1,neutral,rational_005,rational
38,31fe3aa2,safe,10.0,10.0,10.0,safe,True,960.0,2,neutral,rational_005,rational
39,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,930.0,-1,neutral,rational_005,rational
40,11a749e7,risky,-20.0,40.0,40.0,risky,True,910.0,-2,neutral,rational_005,rational
41,951c249d,risky,-50.0,32.5,32.5,risky,True,860.0,-3,neutral,rational_005,rational
42,7b8e74ce,risky,100.0,85.0,85.0,risky,True,960.0,1,neutral,rational_005,rational
43,31fe3aa2,safe,10.0,10.0,10.0,safe,True,970.0,2,neutral,rational_005,rational
44,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,940.0,-1,neutral,rational_005,rational
45,11a749e7,risky,-20.0,40.0,40.0,risky,True,920.0,-2,neutral,rational_005,rational
46,951c249d,risky,-50.0,32.5,32.5,risky,True,870.0,-3,neutral,rational_005,rational
47,7b8e74ce,risky,100.0,85.0,85.0,risky,True,970.0,1,neutral,rational_005,rational
48,31fe3aa2,safe,10.0,10.0,10.0,safe,True,980.0,2,neutral,rational_005,rational
49,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,950.0,-1,neutral,rational_005,rational
50,11a749e7,risky,100.0,40.0,40.0,risky,True,1050.0,1,neutral,rational_005,rational
51,951c249d,risky,-50.0,32.5,32.5,risky,True,1000.0,-1,neutral,rational_005,rational
52,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1100.0,1,neutral,rational_005,rational
53,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1110.0,2,neutral,rational_005,rational
54,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1080.0,-1,neutral,rational_005,rational
55,11a749e7,risky,-20.0,40.0,40.0,risky,True,1060.0,-2,neutral,rational_005,rational
56,951c249d,risky,-50.0,32.5,32.5,risky,True,1010.0,-3,neutral,rational_005,rational
57,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1110.0,1,neutral,rational_005,rational
58,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1120.0,2,neutral,rational_005,rational
59,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1090.0,-1,neutral,rational_005,rational
0,11a749e7,risky,100.0,40.0,40.0,risky,True,100.0,1,neutral,rational_006,rational
1,951c249d,risky,-50.0,32.5,32.5,risky,True,50.0,-1,neutral,rational_006,rational
2,7b8e74ce,risky,100.0,85.0,85.0,risky,True,150.0,1,neutral,rational_006,rational
3,31fe3aa2,safe,10.0,10.0,10.0,safe,True,160.0,2,neutral,rational_006,rational
4,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,130.0,-1,neutral,rational_006,rational
5,11a749e7,risky,-20.0,40.0,40.0,risky,True,110.0,-2,neutral,rational_006,rational
6,951c249d,risky,-50.0,32.5,32.5,risky,True,60.0,-3,neutral,rational_006,rational
7,7b8e74ce,risky,100.0,85.0,85.0,risky,True,160.0,1,neutral,rational_006,rational
8,31fe3aa2,safe,10.0,10.0,10.0,safe,True,170.0,2,neutral,rational_006,rational
9,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,140.0,-1,neutral,rational_006,rational
10,11a749e7,risky,-20.0,40.0,40.0,risky,True,120.0,-2,neutral,rational_006,rational
11,951c249d,risky,-50.0,32.5,32.5,risky,True,70.0,-3,neutral,rational_006,rational
12,7b8e74ce,risky,100.0,85.0,85.0,risky,True,170.0,1,neutral,rational_006,rational
13,31fe3aa2,safe,10.0,10.0,10.0,safe,True,180.0,2,neutral,rational_006,rational
14,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,150.0,-1,neutral,rational_006,rational
15,11a749e7,risky,-20.0,40.0,40.0,risky,True,130.0,-2,neutral,rational_006,rational
16,951c249d,risky,500.0,32.5,32.5,risky,True,630.0,1,neutral,rational_006,rational
17,7b8e74ce,risky,100.0,85.0,85.0,risky,True,730.0,2,neutral,rational_006,rational
18,31fe3aa2,safe,10.0,10.0,10.0,safe,True,740.0,3,neutral,rational_006,rational
19,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,710.0,-1,neutral,rational_006,rational
20,11a749e7,risky,-20.0,40.0,40.0,risky,True,690.0,-2,neutral,rational_006,rational
21,951c249d,risky,-50.0,32.5,32.5,risky,True,640.0,-3,neutral,rational_006,rational
22,7b8e74ce,risky,100.0,85.0,85.0,risky,True,740.0,1,neutral,rational_006,rational
23,31fe3aa2,safe,10.0,10.0,10.0,safe,True,750.0,2,neutral,rational_006,rational
24,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,720.0,-1,neutral,rational_006,rational
25,11a749e7,risky,100.0,40.0,40.0,risky,True,820.0,1,neutral,rational_006,rational
26,951c249d,risky,500.0,32.5,32.5,risky,True,1320.0,2,neutral,rational_006,rational
27,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1420.0,3,neutral,rational_006,rational
28,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1430.0,4,neutral,rational_006,rational
29,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1400.0,-1,neutral,rational_006,rational
30,11a749e7,risky,-20.0,40.0,40.0,risky,True,1380.0,-2,neutral,rational_006,rational
31,951c249d,risky,-50.0,32.5,32.5,risky,True,1330.0,-3,neutral,rational_006,rational
32,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1430.0,1,neutral,rational_006,rational
33,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1440.0,2,neutral,rational_006,rational
34,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1410.0,-1,neutral,rational_006,rational
35,11a749e7,risky,-20.0,40.0,40.0,risky,True,1390.0,-2,neutral,rational_006,rational
36,951c249d,risky,-50.0,32.5,32.5,risky,True,1340.0,-3,neutral,rational_006,rational
37,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1440.0,1,neutral,rational_006,rational
38,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1450.0,2,neutral,rational_006,rational
39,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1420.0,-1,neutral,rational_006,rational
40,11a749e7,risky,100.0,40.0,40.0,risky,True,1520.0,1,neutral,rational_006,rational
41,951c249d,risky,-50.0,32.5,32.5,risky,True,1470.0,-1,neutral,rational_006,rational
42,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1570.0,1,neutral,rational_006,rational
43,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1580.0,2,neutral,rational_006,rational
44,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1550.0,-1,neutral,rational_006,rational
45,11a749e7,risky,100.0,40.0,40.0,risky,True,1650.0,1,neutral,rational_006,rational
46,951c249d,risky,-50.0,32.5,32.5,risky,True,1600.0,-1,neutral,rational_006,rational
47,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1700.0,1,neutral,rational_006,rational
48,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1710.0,2,neutral,rational_006,rational
49,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1680.0,-1,neutral,rational_006,rational
50,11a749e7,risky,-20.0,40.0,40.0,risky,True,1660.0,-2,neutral,rational_006,rational
51,951c249d,risky,-50.0,32.5,32.5,risky,True,1610.0,-3,neutral,rational_006,rational
52,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1710.0,1,neutral,rational_006,rational
53,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1720.0,2,neutral,rational_006,rational
54,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1690.0,-1,neutral,rational_006,rational
55,11a749e7,risky,-20.0,40.0,40.0,risky,True,1670.0,-2,neutral,rational_006,rational
56,951c249d,risky,-50.0,32.5,32.5,risky,True,1620.0,-3,neutral,rational_006,rational
57,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1720.0,1,neutral,rational_006,rational
58,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1730.0,2,neutral,rational_006,rational
59,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1700.0,-1,neutral,rational_006,rational
0,11a749e7,risky,-20.0,40.0,40.0,risky,True,-20.0,-1,neutral,rational_007,rational
1,951c249d,risky,-50.0,32.5,32.5,risky,True,-70.0,-2,neutral,rational_007,rational
2,7b8e74ce,risky,100.0,85.0,85.0,risky,True,30.0,1,neutral,rational_007,rational
3,31fe3aa2,safe,10.0,10.0,10.0,safe,True,40.0,2,neutral,rational_007,rational
4,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,10.0,-1,neutral,rational_007,rational
5,11a749e7,risky,100.0,40.0,40.0,risky,True,110.0,1,neutral,rational_007,rational
6,951c249d,risky,-50.0,32.5,32.5,risky,True,60.0,-1,neutral,rational_007,rational
7,7b8e74ce,risky,100.0,85.0,85.0,risky,True,160.0,1,neutral,rational_007,rational
8,31fe3aa2,safe,10.0,10.0,10.0,safe,True,170.0,2,neutral,rational_007,rational
9,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,140.0,-1,neutral,rational_007,rational
10,11a749e7,risky,-20.0,40.0,40.0,risky,True,120.0,-2,neutral,rational_007,rational
11,951c249d,risky,-50.0,32.5,32.5,risky,True,70.0,-3,neutral,rational_007,rational
12,7b8e74ce,risky,100.0,85.0,85.0,risky,True,170.0,1,neutral,rational_007,rational
13,31fe3aa2,safe,10.0,10.0,10.0,safe,True,180.0,2,neutral,rational_007,rational
14,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,150.0,-1,neutral,rational_007,rational
15,11a749e7,risky,100.0,40.0,40.0,risky,True,250.0,1,neutral,rational_007,rational
16,951c249d,risky,-50.0,32.5,32.5,risky,True,200.0,-1,neutral,rational_007,rational
17,7b8e74ce,risky,100.0,85.0,85.0,risky,True,300.0,1,neutral,rational_007,rational
18,31fe3aa2,safe,10.0,10.0,10.0,safe,True,310.0,2,neutral,rational_007,rational
19,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,280.0,-1,neutral,rational_007,rational
20,11a749e7,risky,-20.0,40.0,40.0,risky,True,260.0,-2,neutral,rational_007,rational
21,951c249d,risky,-50.0,32.5,32.5,risky,True,210.0,-3,neutral,rational_007,rational
22,7b8e74ce,risky,100.0,85.0,85.0,risky,True,310.0,1,neutral,rational_007,rational
23,31fe3aa2,safe,10.0,10.0,10.0,safe,True,320.0,2,neutral,rational_007,rational
24,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,290.0,-1,neutral,rational_007,rational
25,11a749e7,risky,-20.0,40.0,40.0,risky,True,270.0,-2,neutral,rational_007,rational
26,951c249d,risky,-50.0,32.5,32.5,risky,True,220.0,-3,neutral,rational_007,rational
27,7b8e74ce,risky,100.0,85.0,85.0,risky,True,320.0,1,neutral,rational_007,rational
28,31fe3aa2,safe,10.0,10.0,10.0,safe,True,330.0,2,neutral,rational_007,rational
29,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,300.0,-1,neutral,rational_007,rational
30,11a749e7,risky,-20.0,40.0,40.0,risky,True,280.0,-2,neutral,rational_007,rational
31,951c249d,risky,-50.0,32.5,32.5,risky,True,230.0,-3,neutral,rational_007,rational
32,7b8e74ce,risky,-200.0,85.0,85.0,risky,True,30.0,-4,neutral,rational_007,rational
33,31fe3aa2,safe,10.0,10.0,10.0,safe,True,40.0,1,neutral,rational_007,rational
34,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,10.0,-1,neutral,rational_007,rational
35,11a749e7,risky,-20.0,40.0,40.0,risky,True,-10.0,-2,neutral,rational_007,rational
36,951c249d,risky,-50.0,32.5,32.5,risky,True,-60.0,-3,neutral,rational_007,rational
37,7b8e74ce,risky,100.0,85.0,85.0,risky,True,40.0,1,neutral,rational_007,rational
38,31fe3aa2,safe,10.0,10.0,10.0,safe,True,50.0,2,neutral,rational_007,rational
39,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,20.0,-1,neutral,rational_007,rational
40,11a749e7,risky,100.0,40.0,40.0,risky,True,120.0,1,neutral,rational_007,rational
41,951c249d,risky,-50.0,32.5,32.5,risky,True,70.0,-1,neutral,rational_007,rational
42,7b8e74ce,risky,100.0,85.0,85.0,risky,True,170.0,1,neutral,rational_007,rational
43,31fe3aa2,safe,10.0,10.0,10.0,safe,True,180.0,2,neutral,rational_007,rational
44,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,150.0,-1,neutral,rational_007,rational
45,11a749e7,risky,100.0,40.0,40.0,risky,True,250.0,1,neutral,rational_007,rational
46,951c249d,risky,-50.0,32.5,32.5,risky,True,200.0,-1,neutral,rational_007,rational
47,7b8e74ce,risky,100.0,85.0,85.0,risky,True,300.0,1,neutral,rational_007,rational
48,31fe3aa2,safe,10.0,10.0,10.0,safe,True,310.0,2,neutral,rational_007,rational
49,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,280.0,-1,neutral,rational_007,rational
50,11a749e7,risky,-20.0,40.0,40.0,risky,True,260.0,-2,neutral,rational_007,rational
51,951c249d,risky,-50.0,32.5,32.5,risky,True,210.0,-3,neutral,rational_007,rational
52,7b8e74ce,risky,100.0,85.0,85.0,risky,True,310.0,1,neutral,rational_007,rational
53,31fe3aa2,safe,10.0,10.0,10.0,safe,True,320.0,2,neutral,rational_007,rational
54,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,290.0,-1,neutral,rational_007,rational
55,11a749e7,risky,-20.0,40.0,40.0,risky,True,270.0,-2,neutral,rational_007,rational
56,951c249d,risky,-50.0,32.5,32.5,risky,True,220.0,-3,neutral,rational_007,rational
57,7b8e74ce,risky,100.0,85.0,85.0,risky,True,320.0,1,neutral,rational_007,rational
58,31fe3aa2,safe,10.0,10.0,10.0,safe,True,330.0,2,neutral,rational_007,rational
59,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,300.0,-1,neutral,rational_007,rational
0,11a749e7,risky,-20.0,40.0,40.0,risky,True,-20.0,-1,neutral,rational_008,rational
1,951c249d,risky,-50.0,32.5,32.5,risky,True,-70.0,-2,neutral,rational_008,rational
2,7b8e74ce,risky,100.0,85.0,85.0,risky,True,30.0,1,neutral,rational_008,rational
3,31fe3aa2,safe,10.0,10.0,10.0,safe,True,40.0,2,neutral,rational_008,rational
4,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,10.0,-1,neutral,rational_008,rational
5,11a749e7,risky,-20.0,40.0,40.0,risky,True,-10.0,-2,neutral,rational_008,rational
6,951c249d,risky,500.0,32.5,32.5,risky,True,490.0,1,neutral,rational_008,rational
7,7b8e74ce,risky,100.0,85.0,85.0,risky,True,590.0,2,neutral,rational_008,rational
8,31fe3aa2,safe,10.0,10.0,10.0,safe,True,600.0,3,neutral,rational_008,rational
9,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,570.0,-1,neutral,rational_008,rational
10,11a749e7,risky,100.0,40.0,40.0,risky,True,670.0,1,neutral,rational_008,rational
11,951c249d,risky,500.0,32.5,32.5,risky,True,1170.0,2,neutral,rational_008,rational
12,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1270.0,3,neutral,rational_008,rational
13,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1280.0,4,neutral,rational_008,rational
14,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1250.0,-1,neutral,rational_008,rational
15,11a749e7,risky,-20.0,40.0,40.0,risky,True,1230.0,-2,neutral,rational_008,rational
16,951c249d,risky,-50.0,32.5,32.5,risky,True,1180.0,-3,neutral,rational_008,rational
17,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1280.0,1,neutral,rational_008,rational
18,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1290.0,2,neutral,rational_008,rational
19,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1260.0,-1,neutral,rational_008,rational
20,11a749e7,risky,100.0,40.0,40.0,risky,True,1360.0,1,neutral,rational_008,rational
21,951c249d,risky,-50.0,32.5,32.5,risky,True,1310.0,-1,neutral,rational_008,rational
22,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1410.0,1,neutral,rational_008,rational
23,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1420.0,2,neutral,rational_008,rational
24,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1390.0,-1,neutral,rational_008,rational
25,11a749e7,risky,-20.0,40.0,40.0,risky,True,1370.0,-2,neutral,rational_008,rational
26,951c249d,risky,-50.0,32.5,32.5,risky,True,1320.0,-3,neutral,rational_008,rational
27,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1420.0,1,neutral,rational_008,rational
28,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1430.0,2,neutral,rational_008,rational
29,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1400.0,-1,neutral,rational_008,rational
30,11a749e7,risky,-20.0,40.0,40.0,risky,True,1380.0,-2,neutral,rational_008,rational
31,951c249d,risky,-50.0,32.5,32.5,risky,True,1330.0,-3,neutral,rational_008,rational
32,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1430.0,1,neutral,rational_008,rational
33,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1440.0,2,neutral,rational_008,rational
34,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1410.0,-1,neutral,rational_008,rational
35,11a749e7,risky,-20.0,40.0,40.0,risky,True,1390.0,-2,neutral,rational_008,rational
36,951c249d,risky,-50.0,32.5,32.5,risky,True,1340.0,-3,neutral,rational_008,rational
37,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1440.0,1,neutral,rational_008,rational
38,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1450.0,2,neutral,rational_008,rational
39,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1420.0,-1,neutral,rational_008,rational
40,11a749e7,risky,-20.0,40.0,40.0,risky,True,1400.0,-2,neutral,rational_008,rational
41,951c249d,risky,-50.0,32.5,32.5,risky,True,1350.0,-3,neutral,rational_008,rational
42,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1450.0,1,neutral,rational_008,rational
43,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1460.0,2,neutral,rational_008,rational
44,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1430.0,-1,neutral,rational_008,rational
45,11a749e7,risky,100.0,40.0,40.0,risky,True,1530.0,1,neutral,rational_008,rational
46,951c249d,risky,-50.0,32.5,32.5,risky,True,1480.0,-1,neutral,rational_008,rational
47,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1580.0,1,neutral,rational_008,rational
48,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1590.0,2,neutral,rational_008,rational
49,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1560.0,-1,neutral,rational_008,rational
50,11a749e7,risky,-20.0,40.0,40.0,risky,True,1540.0,-2,neutral,rational_008,rational
51,951c249d,risky,500.0,32.5,32.5,risky,True,2040.0,1,neutral,rational_008,rational
52,7b8e74ce,risky,100.0,85.0,85.0,risky,True,2140.0,2,neutral,rational_008,rational
53,31fe3aa2,safe,10.0,10.0,10.0,safe,True,2150.0,3,neutral,rational_008,rational
54,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,2120.0,-1,neutral,rational_008,rational
55,11a749e7,risky,-20.0,40.0,40.0,risky,True,2100.0,-2,neutral,rational_008,rational
56,951c249d,risky,500.0,32.5,32.5,risky,True,2600.0,1,neutral,rational_008,rational
57,7b8e74ce,risky,100.0,85.0,85.0,risky,True,2700.0,2,neutral,rational_008,rational
58,31fe3aa2,safe,10.0,10.0,10.0,safe,True,2710.0,3,neutral,rational_008,rational
59,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,2680.0,-1,neutral,rational_008,rational
0,11a749e7,risky,-20.0,40.0,40.0,risky,True,-20.0,-1,neutral,rational_009,rational
1,951c249d,risky,-50.0,32.5,32.5,risky,True,-70.0,-2,neutral,rational_009,rational
2,7b8e74ce,risky,100.0,85.0,85.0,risky,True,30.0,1,neutral,rational_009,rational
3,31fe3aa2,safe,10.0,10.0,10.0,safe,True,40.0,2,neutral,rational_009,rational
4,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,10.0,-1,neutral,rational_009,rational
5,11a749e7,risky,100.0,40.0,40.0,risky,True,110.0,1,neutral,rational_009,rational
6,951c249d,risky,-50.0,32.5,32.5,risky,True,60.0,-1,neutral,rational_009,rational
7,7b8e74ce,risky,100.0,85.0,85.0,risky,True,160.0,1,neutral,rational_009,rational
8,31fe3aa2,safe,10.0,10.0,10.0,safe,True,170.0,2,neutral,rational_009,rational
9,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,140.0,-1,neutral,rational_009,rational
10,11a749e7,risky,100.0,40.0,40.0,risky,True,240.0,1,neutral,rational_009,rational
11,951c249d,risky,-50.0,32.5,32.5,risky,True,190.0,-1,neutral,rational_009,rational
12,7b8e74ce,risky,100.0,85.0,85.0,risky,True,290.0,1,neutral,rational_009,rational
13,31fe3aa2,safe,10.0,10.0,10.0,safe,True,300.0,2,neutral,rational_009,rational
14,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,270.0,-1,neutral,rational_009,rational
15,11a749e7,risky,100.0,40.0,40.0,risky,True,370.0,1,neutral,rational_009,rational
16,951c249d,risky,-50.0,32.5,32.5,risky,True,320.0,-1,neutral,rational_009,rational
17,7b8e74ce,risky,100.0,85.0,85.0,risky,True,420.0,1,neutral,rational_009,rational
18,31fe3aa2,safe,10.0,10.0,10.0,safe,True,430.0,2,neutral,rational_009,rational
19,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,400.0,-1,neutral,rational_009,rational
20,11a749e7,risky,100.0,40.0,40.0,risky,True,500.0,1,neutral,rational_009,rational
21,951c249d,risky,-50.0,32.5,32.5,risky,True,450.0,-1,neutral,rational_009,rational
22,7b8e74ce,risky,100.0,85.0,85.0,risky,True,550.0,1,neutral,rational_009,rational
23,31fe3aa2,safe,10.0,10.0,10.0,safe,True,560.0,2,neutral,rational_009,rational
24,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,530.0,-1,neutral,rational_009,rational
25,11a749e7,risky,100.0,40.0,40.0,risky,True,630.0,1,neutral,rational_009,rational
26,951c249d,risky,-50.0,32.5,32.5,risky,True,580.0,-1,neutral,rational_009,rational
27,7b8e74ce,risky,100.0,85.0,85.0,risky,True,680.0,1,neutral,rational_009,rational
28,31fe3aa2,safe,10.0,10.0,10.0,safe,True,690.0,2,neutral,rational_009,rational
29,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,660.0,-1,neutral,rational_009,rational
30,11a749e7,risky,100.0,40.0,40.0,risky,True,760.0,1,neutral,rational_009,rational
