trial_index,scenario_id,choice,outcome,ev_chosen,ev_optimal,optimal_choice,is_optimal,cumulative_pnl,current_streak,frame,agent_id,agent_type,trial,epsilon
55.0,11a749e7,safe,30.0,30.0,40.0,risky,False,1570.0,1.0,neutral,loss_averse_027,loss_averse,,
56.0,951c249d,safe,20.0,20.0,32.5,risky,False,1590.0,2.0,neutral,loss_averse_027,loss_averse,,
57.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1670.0,3.0,neutral,loss_averse_027,loss_averse,,
58.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1680.0,4.0,neutral,loss_averse_027,loss_averse,,
59.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1650.0,-1.0,neutral,loss_averse_027,loss_averse,,
0.0,11a749e7,risky,100.0,40.0,40.0,risky,True,100.0,1.0,neutral,loss_averse_028,loss_averse,,
1.0,951c249d,risky,-50.0,32.5,32.5,risky,True,50.0,-1.0,neutral,loss_averse_028,loss_averse,,
2.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,130.0,1.0,neutral,loss_averse_028,loss_averse,,
3.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,140.0,2.0,neutral,loss_averse_028,loss_averse,,
4.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,110.0,-1.0,neutral,loss_averse_028,loss_averse,,
5.0,11a749e7,risky,-20.0,40.0,40.0,risky,True,90.0,-2.0,neutral,loss_averse_028,loss_averse,,
6.0,951c249d,risky,-50.0,32.5,32.5,risky,True,40.0,-3.0,neutral,loss_averse_028,loss_averse,,
7.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,140.0,1.0,neutral,loss_averse_028,loss_averse,,
8.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,150.0,2.0,neutral,loss_averse_028,loss_averse,,
9.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,120.0,-1.0,neutral,loss_averse_028,loss_averse,,
10.0,11a749e7,safe,30.0,30.0,40.0,risky,False,150.0,1.0,neutral,loss_averse_028,loss_averse,,
11.0,951c249d,risky,-50.0,32.5,32.5,risky,True,100.0,-1.0,neutral,loss_averse_028,loss_averse,,
12.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,200.0,1.0,neutral,loss_averse_028,loss_averse,,
13.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,210.0,2.0,neutral,loss_averse_028,loss_averse,,
14.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,180.0,-1.0,neutral,loss_averse_028,loss_averse,,
15.0,11a749e7,safe,30.0,30.0,40.0,risky,False,210.0,1.0,neutral,loss_averse_028,loss_averse,,
16.0,951c249d,risky,-50.0,32.5,32.5,risky,True,160.0,-1.0,neutral,loss_averse_028,loss_averse,,
17.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,260.0,1.0,neutral,loss_averse_028,loss_averse,,
18.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,270.0,2.0,neutral,loss_averse_028,loss_averse,,
19.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,240.0,-1.0,neutral,loss_averse_028,loss_averse,,
20.0,11a749e7,risky,-20.0,40.0,40.0,risky,True,220.0,-2.0,neutral,loss_averse_028,loss_averse,,
21.0,951c249d,risky,-50.0,32.5,32.5,risky,True,170.0,-3.0,neutral,loss_averse_028,loss_averse,,
22.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,250.0,1.0,neutral,loss_averse_028,loss_averse,,
23.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,260.0,2.0,neutral,loss_averse_028,loss_averse,,
24.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,230.0,-1.0,neutral,loss_averse_028,loss_averse,,
25.0,11a749e7,safe,30.0,30.0,40.0,risky,False,260.0,1.0,neutral,loss_averse_028,loss_averse,,
26.0,951c249d,safe,20.0,20.0,32.5,risky,False,280.0,2.0,neutral,loss_averse_028,loss_averse,,
27.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,360.0,3.0,neutral,loss_averse_028,loss_averse,,
28.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,370.0,4.0,neutral,loss_averse_028,loss_averse,,
29.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,340.0,-1.0,neutral,loss_averse_028,loss_averse,,
30.0,11a749e7,safe,30.0,30.0,40.0,risky,False,370.0,1.0,neutral,loss_averse_028,loss_averse,,
31.0,951c249d,safe,20.0,20.0,32.5,risky,False,390.0,2.0,neutral,loss_averse_028,loss_averse,,
32.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,470.0,3.0,neutral,loss_averse_028,loss_averse,,
33.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,480.0,4.0,neutral,loss_averse_028,loss_averse,,
34.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,450.0,-1.0,neutral,loss_averse_028,loss_averse,,
35.0,11a749e7,risky,100.0,40.0,40.0,risky,True,550.0,1.0,neutral,loss_averse_028,loss_averse,,
36.0,951c249d,safe,20.0,20.0,32.5,risky,False,570.0,2.0,neutral,loss_averse_028,loss_averse,,
37.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,650.0,3.0,neutral,loss_averse_028,loss_averse,,
38.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,660.0,4.0,neutral,loss_averse_028,loss_averse,,
39.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,630.0,-1.0,neutral,loss_averse_028,loss_averse,,
40.0,11a749e7,risky,100.0,40.0,40.0,risky,True,730.0,1.0,neutral,loss_averse_028,loss_averse,,
41.0,951c249d,risky,-50.0,32.5,32.5,risky,True,680.0,-1.0,neutral,loss_averse_028,loss_averse,,
42.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,780.0,1.0,neutral,loss_averse_028,loss_averse,,
43.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,790.0,2.0,neutral,loss_averse_028,loss_averse,,
44.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,760.0,-1.0,neutral,loss_averse_028,loss_averse,,
45.0,11a749e7,safe,30.0,30.0,40.0,risky,False,790.0,1.0,neutral,loss_averse_028,loss_averse,,
46.0,951c249d,safe,20.0,20.0,32.5,risky,False,810.0,2.0,neutral,loss_averse_028,loss_averse,,
47.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,890.0,3.0,neutral,loss_averse_028,loss_averse,,
48.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,900.0,4.0,neutral,loss_averse_028,loss_averse,,
49.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,870.0,-1.0,neutral,loss_averse_028,loss_averse,,
50.0,11a749e7,safe,30.0,30.0,40.0,risky,False,900.0,1.0,neutral,loss_averse_028,loss_averse,,
51.0,951c249d,risky,500.0,32.5,32.5,risky,True,1400.0,2.0,neutral,loss_averse_028,loss_averse,,
52.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1480.0,3.0,neutral,loss_averse_028,loss_averse,,
53.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1490.0,4.0,neutral,loss_averse_028,loss_averse,,
54.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1460.0,-1.0,neutral,loss_averse_028,loss_averse,,
55.0,11a749e7,safe,30.0,30.0,40.0,risky,False,1490.0,1.0,neutral,loss_averse_028,loss_averse,,
56.0,951c249d,safe,20.0,20.0,32.5,risky,False,1510.0,2.0,neutral,loss_averse_028,loss_averse,,
57.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1590.0,3.0,neutral,loss_averse_028,loss_averse,,
58.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1600.0,4.0,neutral,loss_averse_028,loss_averse,,
59.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1570.0,-1.0,neutral,loss_averse_028,loss_averse,,
0.0,11a749e7,risky,100.0,40.0,40.0,risky,True,100.0,1.0,neutral,loss_averse_029,loss_averse,,
1.0,951c249d,risky,-50.0,32.5,32.5,risky,True,50.0,-1.0,neutral,loss_averse_029,loss_averse,,
2.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,130.0,1.0,neutral,loss_averse_029,loss_averse,,
3.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,140.0,2.0,neutral,loss_averse_029,loss_averse,,
4.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,110.0,-1.0,neutral,loss_averse_029,loss_averse,,
5.0,11a749e7,risky,100.0,40.0,40.0,risky,True,210.0,1.0,neutral,loss_averse_029,loss_averse,,
6.0,951c249d,risky,-50.0,32.5,32.5,risky,True,160.0,-1.0,neutral,loss_averse_029,loss_averse,,
7.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,260.0,1.0,neutral,loss_averse_029,loss_averse,,
8.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,270.0,2.0,neutral,loss_averse_029,loss_averse,,
9.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,240.0,-1.0,neutral,loss_averse_029,loss_averse,,
10.0,11a749e7,risky,-20.0,40.0,40.0,risky,True,220.0,-2.0,neutral,loss_averse_029,loss_averse,,
11.0,951c249d,risky,-50.0,32.5,32.5,risky,True,170.0,-3.0,neutral,loss_averse_029,loss_averse,,
12.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,270.0,1.0,neutral,loss_averse_029,loss_averse,,
13.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,280.0,2.0,neutral,loss_averse_029,loss_averse,,
14.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,250.0,-1.0,neutral,loss_averse_029,loss_averse,,
15.0,11a749e7,risky,-20.0,40.0,40.0,risky,True,230.0,-2.0,neutral,loss_averse_029,loss_averse,,
16.0,951c249d,risky,-50.0,32.5,32.5,risky,True,180.0,-3.0,neutral,loss_averse_029,loss_averse,,
17.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,260.0,1.0,neutral,loss_averse_029,loss_averse,,
18.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,270.0,2.0,neutral,loss_averse_029,loss_averse,,
19.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,240.0,-1.0,neutral,loss_averse_029,loss_averse,,
20.0,11a749e7,safe,30.0,30.0,40.0,risky,False,270.0,1.0,neutral,loss_averse_029,loss_averse,,
21.0,951c249d,safe,20.0,20.0,32.5,risky,False,290.0,2.0,neutral,loss_averse_029,loss_averse,,
22.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,370.0,3.0,neutral,loss_averse_029,loss_averse,,
23.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,380.0,4.0,neutral,loss_averse_029,loss_averse,,
24.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,350.0,-1.0,neutral,loss_averse_029,loss_averse,,
25.0,11a749e7,risky,-20.0,40.0,40.0,risky,True,330.0,-2.0,neutral,loss_averse_029,loss_averse,,
26.0,951c249d,safe,20.0,20.0,32.5,risky,False,350.0,1.0,neutral,loss_averse_029,loss_averse,,
27.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,430.0,2.0,neutral,loss_averse_029,loss_averse,,
28.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,440.0,3.0,neutral,loss_averse_029,loss_averse,,
29.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,410.0,-1.0,neutral,loss_averse_029,loss_averse,,
30.0,11a749e7,safe,30.0,30.0,40.0,risky,False,440.0,1.0,neutral,loss_averse_029,loss_averse,,
31.0,951c249d,safe,20.0,20.0,32.5,risky,False,460.0,2.0,neutral,loss_averse_029,loss_averse,,
32.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,540.0,3.0,neutral,loss_averse_029,loss_averse,,
33.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,550.0,4.0,neutral,loss_averse_029,loss_averse,,
34.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,520.0,-1.0,neutral,loss_averse_029,loss_averse,,
35.0,11a749e7,risky,-20.0,40.0,40.0,risky,True,500.0,-2.0,neutral,loss_averse_029,loss_averse,,
36.0,951c249d,risky,-50.0,32.5,32.5,risky,True,450.0,-3.0,neutral,loss_averse_029,loss_averse,,
37.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,530.0,1.0,neutral,loss_averse_029,loss_averse,,
38.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,540.0,2.0,neutral,loss_averse_029,loss_averse,,
39.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,510.0,-1.0,neutral,loss_averse_029,loss_averse,,
40.0,11a749e7,safe,30.0,30.0,40.0,risky,False,540.0,1.0,neutral,loss_averse_029,loss_averse,,
41.0,951c249d,safe,20.0,20.0,32.5,risky,False,560.0,2.0,neutral,loss_averse_029,loss_averse,,
42.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,660.0,3.0,neutral,loss_averse_029,loss_averse,,
43.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,670.0,4.0,neutral,loss_averse_029,loss_averse,,
44.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,640.0,-1.0,neutral,loss_averse_029,loss_averse,,
45.0,11a749e7,risky,-20.0,40.0,40.0,risky,True,620.0,-2.0,neutral,loss_averse_029,loss_averse,,
46.0,951c249d,safe,20.0,20.0,32.5,risky,False,640.0,1.0,neutral,loss_averse_029,loss_averse,,
47.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,720.0,2.0,neutral,loss_averse_029,loss_averse,,
48.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,730.0,3.0,neutral,loss_averse_029,loss_averse,,
49.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,700.0,-1.0,neutral,loss_averse_029,loss_averse,,
50.0,11a749e7,risky,-20.0,40.0,40.0,risky,True,680.0,-2.0,neutral,loss_averse_029,loss_averse,,
51.0,951c249d,safe,20.0,20.0,32.5,risky,False,700.0,1.0,neutral,loss_averse_029,loss_averse,,
52.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,800.0,2.0,neutral,loss_averse_029,loss_averse,,
53.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,810.0,3.0,neutral,loss_averse_029,loss_averse,,
54.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,780.0,-1.0,neutral,loss_averse_029,loss_averse,,
55.0,11a749e7,safe,30.0,30.0,40.0,risky,False,810.0,1.0,neutral,loss_averse_029,loss_averse,,
56.0,951c249d,safe,20.0,20.0,32.5,risky,False,830.0,2.0,neutral,loss_averse_029,loss_averse,,
57.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,910.0,3.0,neutral,loss_averse_029,loss_averse,,
58.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,920.0,4.0,neutral,loss_averse_029,loss_averse,,
59.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,890.0,-1.0,neutral,loss_averse_029,loss_averse,,
0.0,11a749e7,risky,100.0,40.0,40.0,risky,True,100.0,1.0,neutral,overconfident_000,overconfident,,
1.0,951c249d,risky,-50.0,32.5,32.5,risky,True,50.0,-1.0,neutral,overconfident_000,overconfident,,
2.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,130.0,1.0,neutral,overconfident_000,overconfident,,
3.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,140.0,2.0,neutral,overconfident_000,overconfident,,
4.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,110.0,-1.0,neutral,overconfident_000,overconfident,,
5.0,11a749e7,safe,30.0,30.0,40.0,risky,False,140.0,1.0,neutral,overconfident_000,overconfident,,
6.0,951c249d,safe,20.0,20.0,32.5,risky,False,160.0,2.0,neutral,overconfident_000,overconfident,,
7.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,260.0,3.0,neutral,overconfident_000,overconfident,,
8.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,270.0,4.0,neutral,overconfident_000,overconfident,,
9.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,240.0,-1.0,neutral,overconfident_000,overconfident,,
10.0,11a749e7,risky,-20.0,40.0,40.0,risky,True,220.0,-2.0,neutral,overconfident_000,overconfident,,
11.0,951c249d,risky,-50.0,32.5,32.5,risky,True,170.0,-3.0,neutral,overconfident_000,overconfident,,
12.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,270.0,1.0,neutral,overconfident_000,overconfident,,
13.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,280.0,2.0,neutral,overconfident_000,overconfident,,
14.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,250.0,-1.0,neutral,overconfident_000,overconfident,,
15.0,11a749e7,safe,30.0,30.0,40.0,risky,False,280.0,1.0,neutral,overconfident_000,overconfident,,
16.0,951c249d,safe,20.0,20.0,32.5,risky,False,300.0,2.0,neutral,overconfident_000,overconfident,,
17.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,380.0,3.0,neutral,overconfident_000,overconfident,,
18.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,390.0,4.0,neutral,overconfident_000,overconfident,,
19.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,360.0,-1.0,neutral,overconfident_000,overconfident,,
20.0,11a749e7,safe,30.0,30.0,40.0,risky,False,390.0,1.0,neutral,overconfident_000,overconfident,,
21.0,951c249d,safe,20.0,20.0,32.5,risky,False,410.0,2.0,neutral,overconfident_000,overconfident,,
22.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,510.0,3.0,neutral,overconfident_000,overconfident,,
23.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,520.0,4.0,neutral,overconfident_000,overconfident,,
24.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,490.0,-1.0,neutral,overconfident_000,overconfident,,
25.0,11a749e7,safe,30.0,30.0,40.0,risky,False,520.0,1.0,neutral,overconfident_000,overconfident,,
26.0,951c249d,risky,-50.0,32.5,32.5,risky,True,470.0,-1.0,neutral,overconfident_000,overconfident,,
27.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,570.0,1.0,neutral,overconfident_000,overconfident,,
28.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,580.0,2.0,neutral,overconfident_000,overconfident,,
29.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,550.0,-1.0,neutral,overconfident_000,overconfident,,
30.0,11a749e7,safe,30.0,30.0,40.0,risky,False,580.0,1.0,neutral,overconfident_000,overconfident,,
31.0,951c249d,safe,20.0,20.0,32.5,risky,False,600.0,2.0,neutral,overconfident_000,overconfident,,
32.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,680.0,3.0,neutral,overconfident_000,overconfident,,
33.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,690.0,4.0,neutral,overconfident_000,overconfident,,
34.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,660.0,-1.0,neutral,overconfident_000,overconfident,,
35.0,11a749e7,risky,100.0,40.0,40.0,risky,True,760.0,1.0,neutral,overconfident_000,overconfident,,
36.0,951c249d,safe,20.0,20.0,32.5,risky,False,780.0,2.0,neutral,overconfident_000,overconfident,,
37.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,860.0,3.0,neutral,overconfident_000,overconfident,,
38.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,870.0,4.0,neutral,overconfident_000,overconfident,,
39.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,840.0,-1.0,neutral,overconfident_000,overconfident,,
40.0,11a749e7,safe,30.0,30.0,40.0,risky,False,870.0,1.0,neutral,overconfident_000,overconfident,,
41.0,951c249d,safe,20.0,20.0,32.5,risky,False,890.0,2.0,neutral,overconfident_000,overconfident,,
42.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,970.0,3.0,neutral,overconfident_000,overconfident,,
43.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,980.0,4.0,neutral,overconfident_000,overconfident,,
44.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,950.0,-1.0,neutral,overconfident_000,overconfident,,
45.0,11a749e7,safe,30.0,30.0,40.0,risky,False,980.0,1.0,neutral,overconfident_000,overconfident,,
46.0,951c249d,risky,-50.0,32.5,32.5,risky,True,930.0,-1.0,neutral,overconfident_000,overconfident,,
47.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,1030.0,1.0,neutral,overconfident_000,overconfident,,
48.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1040.0,2.0,neutral,overconfident_000,overconfident,,
49.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1010.0,-1.0,neutral,overconfident_000,overconfident,,
50.0,11a749e7,risky,100.0,40.0,40.0,risky,True,1110.0,1.0,neutral,overconfident_000,overconfident,,
51.0,951c249d,safe,20.0,20.0,32.5,risky,False,1130.0,2.0,neutral,overconfident_000,overconfident,,
52.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1210.0,3.0,neutral,overconfident_000,overconfident,,
53.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1220.0,4.0,neutral,overconfident_000,overconfident,,
54.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1190.0,-1.0,neutral,overconfident_000,overconfident,,
55.0,11a749e7,safe,30.0,30.0,40.0,risky,False,1220.0,1.0,neutral,overconfident_000,overconfident,,
56.0,951c249d,safe,20.0,20.0,32.5,risky,False,1240.0,2.0,neutral,overconfident_000,overconfident,,
57.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1320.0,3.0,neutral,overconfident_000,overconfident,,
58.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1330.0,4.0,neutral,overconfident_000,overconfident,,
59.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1300.0,-1.0,neutral,overconfident_000,overconfident,,
0.0,11a749e7,risky,100.0,40.0,40.0,risky,True,100.0,1.0,neutral,overconfident_001,overconfident,,
1.0,951c249d,safe,20.0,20.0,32.5,risky,False,120.0,2.0,neutral,overconfident_001,overconfident,,
2.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,200.0,3.0,neutral,overconfident_001,overconfident,,
3.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,210.0,4.0,neutral,overconfident_001,overconfident,,
4.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,180.0,-1.0,neutral,overconfident_001,overconfident,,
5.0,11a749e7,safe,30.0,30.0,40.0,risky,False,210.0,1.0,neutral,overconfident_001,overconfident,,
6.0,951c249d,safe,20.0,20.0,32.5,risky,False,230.0,2.0,neutral,overconfident_001,overconfident,,
7.0,7b8e74ce,risky,100.0,85.0,85.0,risky,True,330.0,3.0,neutral,overconfident_001,overconfident,,
8.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,340.0,4.0,neutral,overconfident_001,overconfident,,
9.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,310.0,-1.0,neutral,overconfident_001,overconfident,,
10.0,11a749e7,safe,30.0,30.0,40.0,risky,False,340.0,1.0,neutral,overconfident_001,overconfident,,
11.0,951c249d,safe,20.0,20.0,32.5,risky,False,360.0,2.0,neutral,overconfident_001,overconfident,,
12.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,440.0,3.0,neutral,overconfident_001,overconfident,,
13.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,450.0,4.0,neutral,overconfident_001,overconfident,,
14.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,420.0,-1.0,neutral,overconfident_001,overconfident,,
15.0,11a749e7,safe,30.0,30.0,40.0,risky,False,450.0,1.0,neutral,overconfident_001,overconfident,,
16.0,951c249d,risky,-50.0,32.5,32.5,risky,True,400.0,-1.0,neutral,overconfident_001,overconfident,,
17.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,480.0,1.0,neutral,overconfident_001,overconfident,,
18.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,490.0,2.0,neutral,overconfident_001,overconfident,,
19.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,460.0,-1.0,neutral,overconfident_001,overconfident,,
20.0,11a749e7,safe,30.0,30.0,40.0,risky,False,490.0,1.0,neutral,overconfident_001,overconfident,,
21.0,951c249d,safe,20.0,20.0,32.5,risky,False,510.0,2.0,neutral,overconfident_001,overconfident,,
22.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,590.0,3.0,neutral,overconfident_001,overconfident,,
23.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,600.0,4.0,neutral,overconfident_001,overconfident,,
24.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,570.0,-1.0,neutral,overconfident_001,overconfident,,
25.0,11a749e7,safe,30.0,30.0,40.0,risky,False,600.0,1.0,neutral,overconfident_001,overconfident,,
26.0,951c249d,risky,500.0,32.5,32.5,risky,True,1100.0,2.0,neutral,overconfident_001,overconfident,,
27.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1180.0,3.0,neutral,overconfident_001,overconfident,,
28.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1190.0,4.0,neutral,overconfident_001,overconfident,,
29.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1160.0,-1.0,neutral,overconfident_001,overconfident,,
30.0,11a749e7,risky,100.0,40.0,40.0,risky,True,1260.0,1.0,neutral,overconfident_001,overconfident,,
31.0,951c249d,safe,20.0,20.0,32.5,risky,False,1280.0,2.0,neutral,overconfident_001,overconfident,,
32.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1360.0,3.0,neutral,overconfident_001,overconfident,,
33.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1370.0,4.0,neutral,overconfident_001,overconfident,,
34.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1340.0,-1.0,neutral,overconfident_001,overconfident,,
35.0,11a749e7,safe,30.0,30.0,40.0,risky,False,1370.0,1.0,neutral,overconfident_001,overconfident,,
36.0,951c249d,safe,20.0,20.0,32.5,risky,False,1390.0,2.0,neutral,overconfident_001,overconfident,,
37.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1470.0,3.0,neutral,overconfident_001,overconfident,,
38.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1480.0,4.0,neutral,overconfident_001,overconfident,,
39.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1450.0,-1.0,neutral,overconfident_001,overconfident,,
40.0,11a749e7,risky,-20.0,40.0,40.0,risky,True,1430.0,-2.0,neutral,overconfident_001,overconfident,,
41.0,951c249d,safe,20.0,20.0,32.5,risky,False,1450.0,1.0,neutral,overconfident_001,overconfident,,
42.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1530.0,2.0,neutral,overconfident_001,overconfident,,
43.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1540.0,3.0,neutral,overconfident_001,overconfident,,
44.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1510.0,-1.0,neutral,overconfident_001,overconfident,,
45.0,11a749e7,safe,30.0,30.0,40.0,risky,False,1540.0,1.0,neutral,overconfident_001,overconfident,,
46.0,951c249d,risky,-50.0,32.5,32.5,risky,True,1490.0,-1.0,neutral,overconfident_001,overconfident,,
47.0,7b8e74ce,safe,80.0,80.0,85.0,risky,False,1570.0,1.0,neutral,overconfident_001,overconfident,,
48.0,31fe3aa2,safe,10.0,10.0,10.0,safe,True,1580.0,2.0,neutral,overconfident_001,overconfident,,
49.0,e5e871d4,safe,-30.0,-30.0,-30.0,safe,True,1550.0,-1.0,neutral,overconfident_001,overconfident,,
